S No,State Code,StateName,District LGD Code,DistrictName,District Name (In Local language),Hierarchy,Short Name of District,Census 2001 Code,Census2011 Code,Pesa Status,View Details,View History,View Government Order,View Map
1,35,Andaman And Nicobar Islands(State),603,Nicobars,NICOBARS,Andaman And Nicobar Islands(State),NIC,2,638,Not Covered,,,,
2,35,Andaman And Nicobar Islands(State),632,North And Middle Andaman,NORTH AND MIDDLE ANDAMAN,Andaman And Nicobar Islands(State),NMA,,639,Not Covered,,,,
3,35,Andaman And Nicobar Islands(State),602,South Andamans,SOUTH ANDAMANS,Andaman And Nicobar Islands(State),SAS,1,640,Not Covered,,,,
4,28,Andhra Pradesh(State),745,Alluri Sitharama Raju,Alluri Sitharama Raju,Andhra Pradesh(State),LLR,,0,Not Covered,,,,
5,28,Andhra Pradesh(State),744,Anakapalli,Anakapalli,Andhra Pradesh(State),NKP,,0,Not Covered,,,,
6,28,Andhra Pradesh(State),502,Ananthapuramu,అనంతపురము,Andhra Pradesh(State),ANT,22,553,Not Covered,,,,
7,28,Andhra Pradesh(State),753,Annamayya,Annamayya,Andhra Pradesh(State),NNM,,0,Not Covered,,,,
8,28,Andhra Pradesh(State),750,Bapatla,Bapatla,Andhra Pradesh(State),BPT,,0,Not Covered,,,,
9,28,Andhra Pradesh(State),503,Chittoor,CHITTOOR,Andhra Pradesh(State),CHI,23,554,Not Covered,,,,
10,28,Andhra Pradesh(State),747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,Andhra Pradesh(State),KNS,,0,Not Covered,,,,
11,28,Andhra Pradesh(State),505,East Godavari,EAST GODAVARI,Andhra Pradesh(State),EGI,14,545,Not Covered,,,,
12,28,Andhra Pradesh(State),748,Eluru,Eluru,Andhra Pradesh(State),LR,,0,Not Covered,,,,
13,28,Andhra Pradesh(State),506,Guntur,GUNTUR,Andhra Pradesh(State),GNT,17,548,Not Covered,,,,
14,28,Andhra Pradesh(State),746,Kakinada,Kakinada,Andhra Pradesh(State),KKN,,0,Not Covered,,,,
15,28,Andhra Pradesh(State),510,Krishna,KRISHNA,Andhra Pradesh(State),KRS,16,547,Not Covered,,,,
16,28,Andhra Pradesh(State),511,Kurnool,KURNOOL,Andhra Pradesh(State),KUR,21,552,Not Covered,,,,
17,28,Andhra Pradesh(State),755,Nandyal,Nandyal,Andhra Pradesh(State),NND,,0,Not Covered,,,,
18,28,Andhra Pradesh(State),749,Ntr,NTR,Andhra Pradesh(State),TNR,,0,Not Covered,,,,
19,28,Andhra Pradesh(State),751,Palnadu,Palnadu,Andhra Pradesh(State),PLN,,0,Not Covered,,,,
20,28,Andhra Pradesh(State),743,Parvathipuram Manyam,Parvathipuram Manyam,Andhra Pradesh(State),PRV,,0,Not Covered,,,,
21,28,Andhra Pradesh(State),517,Prakasam,PRAKASAM,Andhra Pradesh(State),PRA,18,549,Not Covered,,,,
22,28,Andhra Pradesh(State),519,Srikakulam,SRIKAKULAM,Andhra Pradesh(State),SRK,11,542,Not Covered,,,,
23,28,Andhra Pradesh(State),515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,Andhra Pradesh(State),NEL,19,550,Not Covered,,,,
24,28,Andhra Pradesh(State),754,Sri Sathya Sai,Sri Sathya Sai,Andhra Pradesh(State),SSS,,0,Not Covered,,,,
25,28,Andhra Pradesh(State),752,Tirupati,Tirupati,Andhra Pradesh(State),TPT,,0,Not Covered,,,,
26,28,Andhra Pradesh(State),520,Visakhapatnam,విశాఖపట్నం,Andhra Pradesh(State),VSK,13,544,Not Covered,,,,
27,28,Andhra Pradesh(State),521,Vizianagaram,VIZIANAGARAM,Andhra Pradesh(State),VNG,12,543,Not Covered,,,,
28,28,Andhra Pradesh(State),523,West Godavari,పశ్చిమగోదావరి,Andhra Pradesh(State),WGI,15,546,Not Covered,,,,
29,28,Andhra Pradesh(State),504,Y.S.R.,,Andhra Pradesh(State),CUD,20,551,Not Covered,,,,
30,12,Arunachal Pradesh(State),628,Anjaw,,Arunachal Pradesh(State),ANJ,,260,Not Covered,,,,
31,12,Arunachal Pradesh(State),787,Bichom,Bichom,Arunachal Pradesh(State),,,,Not Covered,,,,
32,12,Arunachal Pradesh(State),229,Changlang,CHANGLANG,Arunachal Pradesh(State),CHG,12,253,Not Covered,,,,
33,12,Arunachal Pradesh(State),230,Dibang Valley,DIBANG VALLEY,Arunachal Pradesh(State),DBN,10,257,Not Covered,,,,
34,12,Arunachal Pradesh(State),231,East Kameng,EAST KAMENG,Arunachal Pradesh(State),EKG,3,247,Not Covered,,,,
35,12,Arunachal Pradesh(State),232,East Siang,EAST SIANG,Arunachal Pradesh(State),ESG,8,251,Not Covered,,,,
36,12,Arunachal Pradesh(State),718,Kamle,KAMLE,Arunachal Pradesh(State),KML,,0,Not Covered,,,,
37,12,Arunachal Pradesh(State),786,Keyi Panyor,Keyi Panyor,Arunachal Pradesh(State),,,,Not Covered,,,,
38,12,Arunachal Pradesh(State),677,Kra Daadi,KRA DAADI,Arunachal Pradesh(State),KRD,,0,Not Covered,,,,
39,12,Arunachal Pradesh(State),233,Kurung Kumey,KURUNG KUMEY,Arunachal Pradesh(State),KKY,14,256,Not Covered,,,,
40,22,Chhattisgarh(State),385,Mahasamund,महासमुंद,Chhattisgarh(State),MHS,12,411,Not Covered,,,,
41,12,Arunachal Pradesh(State),724,Leparada,LEPARADA,Arunachal Pradesh(State),LPR,,0,Not Covered,,,,
42,12,Arunachal Pradesh(State),234,Lohit,LOHIT,Arunachal Pradesh(State),LHT,11,259,Not Covered,,,,
43,12,Arunachal Pradesh(State),666,Longding,LONGDING,Arunachal Pradesh(State),LDG,,0,Not Covered,,,,
44,12,Arunachal Pradesh(State),235,Lower Dibang Valley,LOWER DIBANG VALLEY,Arunachal Pradesh(State),LDV,15,258,Not Covered,,,,
45,12,Arunachal Pradesh(State),719,Lower Siang,LOWER SIANG,Arunachal Pradesh(State),LWR,,0,Not Covered,,,,
46,12,Arunachal Pradesh(State),236,Lower Subansiri,LOWER SUBANSIRI,Arunachal Pradesh(State),LSI,5,255,Not Covered,,,,
47,12,Arunachal Pradesh(State),678,Namsai,,Arunachal Pradesh(State),NMS,,0,Not Covered,,,,
48,12,Arunachal Pradesh(State),723,Pakke Kessang,PAKKE KESSANG,Arunachal Pradesh(State),PKK,,0,Not Covered,,,,
49,12,Arunachal Pradesh(State),237,Papum Pare,PAPUM PARE,Arunachal Pradesh(State),PPM,4,248,Not Covered,,,,
50,12,Arunachal Pradesh(State),725,Shi Yomi,SHI YOMI,Arunachal Pradesh(State),SHY,,0,Not Covered,,,,
51,12,Arunachal Pradesh(State),679,Siang,,Arunachal Pradesh(State),SAN,,0,Not Covered,,,,
52,12,Arunachal Pradesh(State),238,Tawang,TAWANG,Arunachal Pradesh(State),TWN,1,245,Not Covered,,,,
53,12,Arunachal Pradesh(State),239,Tirap,TIRAP,Arunachal Pradesh(State),TRP,13,254,Not Covered,,,,
54,12,Arunachal Pradesh(State),240,Upper Siang,UPPER SIANG,Arunachal Pradesh(State),USG,9,252,Not Covered,,,,
55,12,Arunachal Pradesh(State),241,Upper Subansiri,UPPER SUBANSIRI,Arunachal Pradesh(State),USI,6,249,Not Covered,,,,
56,12,Arunachal Pradesh(State),242,West Kameng,WEST KAMENG,Arunachal Pradesh(State),WKG,2,246,Not Covered,,,,
57,12,Arunachal Pradesh(State),243,West Siang,WEST SIANG,Arunachal Pradesh(State),WSG,7,250,Not Covered,,,,
58,18,Assam(State),739,Bajali,,Assam(State),BJL,,0,Not Covered,,,,
59,18,Assam(State),616,Baksa,,Assam(State),BAK,,324,Not Covered,,,,
60,18,Assam(State),280,Barpeta,BARPETA,Assam(State),BAR,5,303,Not Covered,,,,
61,18,Assam(State),705,Biswanath,,Assam(State),BSW,,0,Not Covered,,,,
62,18,Assam(State),281,Bongaigaon,BONGAIGAON,Assam(State),BNG,4,319,Not Covered,,,,
63,18,Assam(State),282,Cachar,CACHAR,Assam(State),CCH,21,316,Not Covered,,,,
64,18,Assam(State),708,Charaideo,,Assam(State),CID,,0,Not Covered,,,,
65,18,Assam(State),612,Chirang,,Assam(State),CRG,,320,Not Covered,,,,
66,18,Assam(State),283,Darrang,DARRANG,Assam(State),DRR,8,325,Not Covered,,,,
67,18,Assam(State),284,Dhemaji,DHEMAJI,Assam(State),DHM,13,308,Not Covered,,,,
68,18,Assam(State),285,Dhubri,DHUBURI,Assam(State),DHB,2,301,Not Covered,,,,
69,18,Assam(State),286,Dibrugarh,DIBRUGARH,Assam(State),DBR,15,310,Not Covered,,,,
70,18,Assam(State),299,Dima Hasao,DIMA HASAO,Assam(State),DHO,20,315,Not Covered,,,,
71,18,Assam(State),287,Goalpara,GOALPARA,Assam(State),GLP,3,302,Not Covered,,,,
72,18,Assam(State),288,Golaghat,GOLAGHAT,Assam(State),GLG,18,313,Not Covered,,,,
73,18,Assam(State),289,Hailakandi,HAILAKANDI,Assam(State),HLK,23,318,Not Covered,,,,
74,18,Assam(State),709,Hojai,,Assam(State),HJ,,0,Not Covered,,,,
75,18,Assam(State),290,Jorhat,JORHAT,Assam(State),JRH,17,312,Not Covered,,,,
76,18,Assam(State),291,Kamrup,KAMRUP,Assam(State),KMP,6,321,Not Covered,,,,
77,18,Assam(State),618,Kamrup Metro,KAMRUP MOHANAGAR,Assam(State),KMT,,322,Not Covered,,,,
78,18,Assam(State),292,Karbi Anglong,KARBI ANGLONG,Assam(State),KAG,19,314,Not Covered,,,,
79,18,Assam(State),294,Kokrajhar,KOKRAJHAR,Assam(State),KKR,1,300,Not Covered,,,,
80,18,Assam(State),295,Lakhimpur,LAKHIMPUR,Assam(State),LKP,12,307,Not Covered,,,,
81,18,Assam(State),706,Majuli,,Assam(State),MJL,,0,Not Covered,,,,
82,18,Assam(State),296,Marigaon,MARIGAON,Assam(State),MGN,9,304,Not Covered,,,,
83,18,Assam(State),297,Nagaon,NAGAON,Assam(State),NGN,10,305,Not Covered,,,,
84,18,Assam(State),298,Nalbari,NALBARI,Assam(State),NLB,7,323,Not Covered,,,,
85,18,Assam(State),300,Sivasagar,SIVASAGAR,Assam(State),SVS,16,311,Not Covered,,,,
86,24,Gujarat(State),458,Sabar Kantha,SABAR KANTHA,Gujarat(State),SKA,5,472,Partially Covered,,,,
87,18,Assam(State),301,Sonitpur,SONITPUR,Assam(State),SON,11,306,Not Covered,,,,
88,18,Assam(State),707,South Salmara Mancachar,,Assam(State),STH,,0,Not Covered,,,,
89,18,Assam(State),293,Sribhumi,শ্ৰীভূমি,Assam(State),KGJ,22,317,Not Covered,,,,
90,18,Assam(State),756,Tamulpur,,Assam(State),TML,,0,Not Covered,,,,
91,18,Assam(State),302,Tinsukia,TINSUKIA,Assam(State),TIN,14,309,Not Covered,,,,
92,18,Assam(State),617,Udalguri,,Assam(State),UDA,,326,Not Covered,,,,
93,18,Assam(State),710,West Karbi Anglong,,Assam(State),WST,,0,Not Covered,,,,
94,10,Bihar(State),188,Araria,अररिया,Bihar(State),ARA,7,209,Not Covered,,,,
95,10,Bihar(State),611,Arwal,अरवल,Bihar(State),ARW,33,240,Not Covered,,,,
96,10,Bihar(State),189,Aurangabad,औरंगाबाद,Bihar(State),AGB,34,235,Not Covered,,,,
97,10,Bihar(State),190,Banka,बांका,Bihar(State),BNK,23,225,Not Covered,,,,
98,10,Bihar(State),191,Begusarai,बेगूसराय,Bihar(State),BSR,20,222,Not Covered,,,,
99,10,Bihar(State),192,Bhagalpur,भागलपुर,Bihar(State),BGO,22,224,Not Covered,,,,
100,10,Bihar(State),193,Bhojpur,भोजपुर,Bihar(State),BJP,29,231,Not Covered,,,,
101,10,Bihar(State),194,Buxar,बक्सर,Bihar(State),BUX,30,232,Not Covered,,,,
102,10,Bihar(State),195,Darbhanga,दरभंगा,Bihar(State),DBG,13,215,Not Covered,,,,
103,10,Bihar(State),196,Gaya,गया,Bihar(State),GAY,35,236,Not Covered,,,,
104,10,Bihar(State),197,Gopalganj,गोपालगंज,Bihar(State),GPG,15,217,Not Covered,,,,
105,10,Bihar(State),198,Jamui,जमुई,Bihar(State),JAM,37,238,Not Covered,,,,
106,10,Bihar(State),199,Jehanabad,जहानाबाद,Bihar(State),JHB,33,239,Not Covered,,,,
107,10,Bihar(State),200,Kaimur (Bhabua),कैमूर ( भभुआ ),Bihar(State),KMR,31,233,Not Covered,,,,
108,10,Bihar(State),201,Katihar,कटिहार,Bihar(State),KTR,10,212,Not Covered,,,,
109,10,Bihar(State),202,Khagaria,खगड़िया,Bihar(State),KGR,21,223,Not Covered,,,,
110,10,Bihar(State),203,Kishanganj,किशनगंज,Bihar(State),KSG,8,210,Not Covered,,,,
111,10,Bihar(State),204,Lakhisarai,लखीसराय,Bihar(State),LSR,25,227,Not Covered,,,,
112,10,Bihar(State),205,Madhepura,मधेपुरा,Bihar(State),MDP,11,213,Not Covered,,,,
113,10,Bihar(State),206,Madhubani,मधुबनी,Bihar(State),MDB,5,207,Not Covered,,,,
114,10,Bihar(State),207,Munger,मुंगेर,Bihar(State),MNG,24,226,Not Covered,,,,
115,10,Bihar(State),208,Muzaffarpur,मुजफ्फरपुर,Bihar(State),MUZ,14,216,Not Covered,,,,
116,10,Bihar(State),209,Nalanda,नालंदा,Bihar(State),NLD,27,229,Not Covered,,,,
117,10,Bihar(State),210,Nawada,नवादा,Bihar(State),NAW,36,237,Not Covered,,,,
118,10,Bihar(State),211,Pashchim Champaran,पश्चिम चम्पारण,Bihar(State),PSC,1,203,Not Covered,,,,
119,10,Bihar(State),212,Patna,पटना,Bihar(State),PTN,28,230,Not Covered,,,,
120,10,Bihar(State),213,Purbi Champaran,पूर्वी चंपारण,Bihar(State),PRC,2,204,Not Covered,,,,
121,10,Bihar(State),214,Purnia,पूर्णिया,Bihar(State),PRN,9,211,Not Covered,,,,
122,10,Bihar(State),215,Rohtas,रोहतास,Bihar(State),RTS,32,234,Not Covered,,,,
123,10,Bihar(State),216,Saharsa,सहरसा,Bihar(State),SHS,12,214,Not Covered,,,,
124,10,Bihar(State),217,Samastipur,समस्तीपुर,Bihar(State),SMS,19,221,Not Covered,,,,
125,10,Bihar(State),218,Saran,सारण,Bihar(State),SAR,17,219,Not Covered,,,,
126,10,Bihar(State),219,Sheikhpura,शेखपुरा,Bihar(State),SHK,26,228,Not Covered,,,,
127,10,Bihar(State),220,Sheohar,शिवहर,Bihar(State),SHH,3,205,Not Covered,,,,
